Time;Cd;Cl
655.0;0.034012185;-0.699044055
656.0;0.0339858275;-0.699343112
657.0;0.0339595346;-0.699642574
658.0;0.0339329816;-0.69993876
659.0;0.0339065408;-0.700233164
660.0;0.0338801805;-0.700526231
661.0;0.0338538338;-0.700819266
662.0;0.0338272649;-0.70111076
663.0;0.0338009661;-0.701401604
664.0;0.0337747435;-0.701692699
665.0;0.0337484231;-0.701984904
666.0;0.0337218296;-0.702274339
667.0;0.0336954646;-0.702560453
668.0;0.033669256;-0.702844912
669.0;0.0336430013;-0.703131825
670.0;0.0336163881;-0.703418037
671.0;0.0335899556;-0.703703391
672.0;0.0335636844;-0.703987396
673.0;0.0335374553;-0.704270972
674.0;0.0335109548;-0.704552003
675.0;0.0334847071;-0.70483185
676.0;0.03345849;-0.705110885
677.0;0.0334321021;-0.705392093
678.0;0.0334054847;-0.705671197
679.0;0.0333791355;-0.705948902
680.0;0.0333529903;-0.706225731
681.0;0.0333268866;-0.706503325
682.0;0.0333004852;-0.706779124
683.0;0.0332742027;-0.707054379
684.0;0.033248029;-0.707328539
685.0;0.0332217041;-0.707602559
686.0;0.0331950802;-0.70787406
687.0;0.0331687051;-0.708145292
688.0;0.033142527;-0.708416067
689.0;0.0331163285;-0.708686629
690.0;0.0330897377;-0.708954979
691.0;0.0330633098;-0.70922263
692.0;0.0330366626;-0.709493109
693.0;0.0330106963;-0.70975993
694.0;0.0329841621;-0.710024233
695.0;0.0329578453;-0.71028823
696.0;0.0329315926;-0.71055324
697.0;0.0329052542;-0.710818203
698.0;0.032878536;-0.711080192
699.0;0.0328519898;-0.711340735
700.0;0.0328256598;-0.711600835
701.0;0.0327996228;-0.711859265
702.0;0.0327727764;-0.712120837
703.0;0.0327462672;-0.712381003
704.0;0.0327199807;-0.712638977
705.0;0.0326936434;-0.712897136
706.0;0.032667273;-0.713154574
707.0;0.0326406544;-0.713407671
708.0;0.0326142726;-0.713659549
709.0;0.0325879443;-0.713913603
710.0;0.032561542;-0.714169686
711.0;0.0325348342;-0.714423357
712.0;0.0325083309;-0.714674503
713.0;0.03248201;-0.714925016
714.0;0.0324560587;-0.715172939
715.0;0.0324292948;-0.715424809
716.0;0.0324026619;-0.715676402
717.0;0.0323762315;-0.715925204
718.0;0.0323496859;-0.716174031
719.0;0.0323231612;-0.71641896
720.0;0.0322968883;-0.716662593
721.0;0.0322708422;-0.716905851
722.0;0.032244642;-0.71714939
723.0;0.0322182468;-0.717393939
724.0;0.0321915047;-0.717638403
725.0;0.032165073;-0.717881717
726.0;0.0321387966;-0.718123756
727.0;0.0321125588;-0.718364995
728.0;0.0320862507;-0.718605551
729.0;0.0320595841;-0.718843742
730.0;0.0320331171;-0.719080727
731.0;0.0320068655;-0.719317911
732.0;0.0319807719;-0.719555564
733.0;0.031954601;-0.719793818
734.0;0.0319275344;-0.720033343
735.0;0.0319013892;-0.720265048
736.0;0.0318752628;-0.720495939
737.0;0.0318491706;-0.720728273
738.0;0.0318233775;-0.720958478
739.0;0.0317967625;-0.72119108
740.0;0.0317702842;-0.721423126
741.0;0.0317440527;-0.721653849
742.0;0.0317178241;-0.721884024
743.0;0.0316915329;-0.722113924
744.0;0.031664991;-0.72234147
745.0;0.0316387671;-0.722567231
746.0;0.0316126637;-0.722793954
747.0;0.0315867395;-0.723020515
748.0;0.0315608595;-0.723246336
749.0;0.0315346496;-0.723470516
750.0;0.0315084258;-0.723694358
751.0;0.0314827883;-0.723914973
752.0;0.0314567016;-0.724139591
753.0;0.0314305773;-0.724365946
754.0;0.0314037992;-0.7245916
755.0;0.0313779713;-0.724809224
756.0;0.0313521151;-0.725026167
757.0;0.0313264245;-0.725244132
758.0;0.0313005428;-0.725463364
759.0;0.0312743033;-0.725681812
760.0;0.0312482361;-0.725899654
761.0;0.0312223769;-0.726116199
762.0;0.0311966491;-0.72633232
763.0;0.0311708166;-0.726549437
764.0;0.0311446386;-0.726763445
765.0;0.0311185166;-0.726976283
766.0;0.0310930397;-0.727185931
767.0;0.0310672528;-0.727398323
768.0;0.031041968;-0.727607808
769.0;0.0310156307;-0.727821704
770.0;0.0309894802;-0.728034821
771.0;0.0309636612;-0.728246152
