Time;Cd;Cl
815.0;0.0936431644;-1.14729601
816.0;0.093655862;-1.14769831
817.0;0.0936764978;-1.14816828
818.0;0.0937088328;-1.14871164
819.0;0.093754857;-1.14932889
820.0;0.0938106275;-1.14998585
821.0;0.0938698447;-1.15064783
822.0;0.0939366554;-1.15137218
823.0;0.0939925408;-1.1520158
824.0;0.0940319915;-1.15255436
825.0;0.0940574116;-1.15302268
826.0;0.0940713172;-1.15343871
827.0;0.094076939;-1.15380769
828.0;0.0940800972;-1.15417255
829.0;0.0940845083;-1.15453951
830.0;0.0940927594;-1.15492734
831.0;0.0941044211;-1.15531964
832.0;0.0941189284;-1.15572405
833.0;0.0941352896;-1.15614062
834.0;0.0941560492;-1.15659104
835.0;0.0941860935;-1.15711317
836.0;0.094227773;-1.15770861
837.0;0.0942763095;-1.15832044
838.0;0.0943354328;-1.15899682
839.0;0.0943926637;-1.15964826
840.0;0.0944388268;-1.16022769
841.0;0.0944709779;-1.16072342
842.0;0.0944923605;-1.16117391
843.0;0.0945045884;-1.16158491
844.0;0.0945095429;-1.16194268
845.0;0.094511491;-1.16229352
846.0;0.0945124338;-1.16263057
847.0;0.0945141704;-1.16296303
848.0;0.0945178511;-1.16330932
849.0;0.094523346;-1.16365813
850.0;0.0945317419;-1.16402967
851.0;0.0945446748;-1.16443432
852.0;0.0945638643;-1.16488159
853.0;0.0945912557;-1.1653836
854.0;0.0946264466;-1.16591913
855.0;0.0946731242;-1.16652637
856.0;0.0947288078;-1.16718016
857.0;0.094779587;-1.16778449
858.0;0.0948166322;-1.16829248
859.0;0.0948423354;-1.1687443
860.0;0.094859873;-1.16917058
861.0;0.0948713068;-1.16957348
862.0;0.0948781102;-1.16995025
863.0;0.0948816236;-1.17030778
864.0;0.0948822786;-1.1706454
865.0;0.0948804687;-1.17095193
866.0;0.0948773698;-1.17124755
867.0;0.0948739402;-1.17153725
868.0;0.0948721095;-1.17185263
869.0;0.0948749674;-1.17219888
870.0;0.0948867588;-1.172612
871.0;0.0949089938;-1.17307719
872.0;0.094940709;-1.17358124
873.0;0.0949804201;-1.17412398
874.0;0.0950304996;-1.17473941
875.0;0.0950781018;-1.17532674
876.0;0.0951152541;-1.17584405
877.0;0.0951412685;-1.17630566
878.0;0.0951573041;-1.17671395
879.0;0.0951680487;-1.17710928
880.0;0.0951748683;-1.17748607
881.0;0.0951785687;-1.17783716
882.0;0.0951798917;-1.17816981
883.0;0.0951786868;-1.17847103
884.0;0.0951751903;-1.17876153
885.0;0.0951696171;-1.17904251
886.0;0.0951645866;-1.17932521
887.0;0.0951630992;-1.17963959
888.0;0.0951676411;-1.17999783
889.0;0.0951792538;-1.18039474
890.0;0.0951966604;-1.18081216
891.0;0.0952194317;-1.18126376
892.0;0.0952480308;-1.18175711
893.0;0.0952864119;-1.18231455
894.0;0.095326544;-1.18286514
895.0;0.0953597869;-1.18336329
896.0;0.0953808594;-1.18377704
897.0;0.0953948325;-1.18417182
